tier,division,match_id,label
GRANDMASTERS,GR,NA1_4588893872,0
GRANDMASTERS,GR,NA1_4588874882,1
GRANDMASTERS,GR,NA1_4588801254,0
GRANDMASTERS,GR,NA1_4588789846,1
GRANDMASTERS,GR,NA1_4588546275,0
GRANDMASTERS,GR,NA1_4588531801,1
GRANDMASTERS,GR,NA1_4588498190,1
GRANDMASTERS,GR,NA1_4588471836,0
GRANDMASTERS,GR,NA1_4588399138,1
GRANDMASTERS,GR,NA1_4588317962,0
GRANDMASTERS,GR,NA1_4588254181,1
GRANDMASTERS,GR,NA1_4588212977,1
GRANDMASTERS,GR,NA1_4588158616,1
GRANDMASTERS,GR,NA1_4588112138,1
GRANDMASTERS,GR,NA1_4588075706,1
GRANDMASTERS,GR,NA1_4588053991,0
GRANDMASTERS,GR,NA1_4587972410,0
GRANDMASTERS,GR,NA1_4587951472,0
GRANDMASTERS,GR,NA1_4587926475,0
GRANDMASTERS,GR,NA1_4587349289,1
GRANDMASTERS,GR,NA1_4587314510,1
GRANDMASTERS,GR,NA1_4587272524,1
GRANDMASTERS,GR,NA1_4587227871,0
GRANDMASTERS,GR,NA1_4587173568,1
GRANDMASTERS,GR,NA1_4586992301,1
GRANDMASTERS,GR,NA1_4586501164,0
GRANDMASTERS,GR,NA1_4586467124,1
GRANDMASTERS,GR,NA1_4586357676,1
GRANDMASTERS,GR,NA1_4586328713,1
GRANDMASTERS,GR,NA1_4586308081,0
GRANDMASTERS,GR,NA1_4586272356,1
GRANDMASTERS,GR,NA1_4586142930,0
GRANDMASTERS,GR,NA1_4586112537,1
GRANDMASTERS,GR,NA1_4585664531,1
GRANDMASTERS,GR,NA1_4585625101,0
GRANDMASTERS,GR,NA1_4585571462,1
GRANDMASTERS,GR,NA1_4585533318,0
GRANDMASTERS,GR,NA1_4585499931,0
GRANDMASTERS,GR,NA1_4585458124,0
GRANDMASTERS,GR,NA1_4585345175,1
GRANDMASTERS,GR,NA1_4585020153,0
GRANDMASTERS,GR,NA1_4589729255,1
GRANDMASTERS,GR,NA1_4589670758,0
GRANDMASTERS,GR,NA1_4589338789,1
GRANDMASTERS,GR,NA1_4589306460,0
GRANDMASTERS,GR,NA1_4589279362,0
GRANDMASTERS,GR,NA1_4589251418,1
GRANDMASTERS,GR,NA1_4589208958,0
GRANDMASTERS,GR,NA1_4589163988,1
GRANDMASTERS,GR,NA1_4589130311,0
GRANDMASTERS,GR,NA1_4589101743,0
GRANDMASTERS,GR,NA1_4589061785,1
GRANDMASTERS,GR,NA1_4588995304,0
GRANDMASTERS,GR,NA1_4588960073,0
GRANDMASTERS,GR,NA1_4588928778,1
GRANDMASTERS,GR,NA1_4588889057,1
GRANDMASTERS,GR,NA1_4588828571,0
GRANDMASTERS,GR,NA1_4588822323,1
GRANDMASTERS,GR,NA1_4588799700,1
GRANDMASTERS,GR,NA1_4588787555,1
GRANDMASTERS,GR,NA1_4588564969,1
GRANDMASTERS,GR,NA1_4588546759,1
GRANDMASTERS,GR,NA1_4588521431,1
GRANDMASTERS,GR,NA1_4588489423,0
GRANDMASTERS,GR,NA1_4588460400,0
GRANDMASTERS,GR,NA1_4588423640,1
GRANDMASTERS,GR,NA1_4588174865,0
GRANDMASTERS,GR,NA1_4588134668,0
GRANDMASTERS,GR,NA1_4588099743,0
GRANDMASTERS,GR,NA1_4588015787,0
GRANDMASTERS,GR,NA1_4587986993,0
GRANDMASTERS,GR,NA1_4587967921,0
GRANDMASTERS,GR,NA1_4587940050,1
GRANDMASTERS,GR,NA1_4587250877,0
GRANDMASTERS,GR,NA1_4587220853,0
GRANDMASTERS,GR,NA1_4587183649,1
GRANDMASTERS,GR,NA1_4587167089,1
GRANDMASTERS,GR,NA1_4587015749,1
GRANDMASTERS,GR,NA1_4586979846,0
GRANDMASTERS,GR,NA1_4586950460,1
GRANDMASTERS,GR,NA1_4586932373,0
GRANDMASTERS,GR,NA1_4586574837,1
GRANDMASTERS,GR,NA1_4586525510,0
GRANDMASTERS,GR,NA1_4586280908,0
GRANDMASTERS,GR,NA1_4586241122,1
GRANDMASTERS,GR,NA1_4586129077,1
GRANDMASTERS,GR,NA1_4586088948,0
GRANDMASTERS,GR,NA1_4586072922,0
GRANDMASTERS,GR,NA1_4586047624,1
GRANDMASTERS,GR,NA1_4585368236,1
GRANDMASTERS,GR,NA1_4585341161,0
GRANDMASTERS,GR,NA1_4585483081,0
GRANDMASTERS,GR,NA1_4585460269,0
GRANDMASTERS,GR,NA1_4585432807,0
GRANDMASTERS,GR,NA1_4584579638,0
GRANDMASTERS,GR,NA1_4583947688,0
GRANDMASTERS,GR,NA1_4583147089,1
GRANDMASTERS,GR,NA1_4583116758,0
GRANDMASTERS,GR,NA1_4582972891,0
GRANDMASTERS,GR,NA1_4582902943,0
GRANDMASTERS,GR,NA1_4582844329,0
GRANDMASTERS,GR,NA1_4582154574,0
GRANDMASTERS,GR,NA1_4582106180,0
GRANDMASTERS,GR,NA1_4582045926,0
GRANDMASTERS,GR,NA1_4582015558,1
GRANDMASTERS,GR,NA1_4581991878,1
GRANDMASTERS,GR,NA1_4580868267,0
GRANDMASTERS,GR,NA1_4580422205,0
GRANDMASTERS,GR,NA1_4580384565,1
GRANDMASTERS,GR,NA1_4580342907,0
GRANDMASTERS,GR,NA1_4579948435,1
GRANDMASTERS,GR,NA1_4579925147,0
GRANDMASTERS,GR,NA1_4579624632,1
GRANDMASTERS,GR,NA1_4579608962,0
GRANDMASTERS,GR,NA1_4579514604,0
GRANDMASTERS,GR,NA1_4579487177,1
GRANDMASTERS,GR,NA1_4579450287,0
GRANDMASTERS,GR,NA1_4579174432,1
GRANDMASTERS,GR,NA1_4579153107,0
GRANDMASTERS,GR,NA1_4579135980,1
GRANDMASTERS,GR,NA1_4578793178,0
GRANDMASTERS,GR,NA1_4578756617,0
GRANDMASTERS,GR,NA1_4578733029,1
GRANDMASTERS,GR,NA1_4578700092,1
GRANDMASTERS,GR,NA1_4578664064,1
GRANDMASTERS,GR,NA1_4578614425,1
GRANDMASTERS,GR,NA1_4578572350,0
GRANDMASTERS,GR,NA1_4578245316,0
GRANDMASTERS,GR,NA1_4577989114,1
GRANDMASTERS,GR,NA1_4577971828,0
GRANDMASTERS,GR,NA1_4577923198,0
GRANDMASTERS,GR,NA1_4577890553,0
GRANDMASTERS,GR,NA1_4577857641,1
GRANDMASTERS,GR,NA1_4577822760,0
GRANDMASTERS,GR,NA1_4577778409,1
GRANDMASTERS,GR,NA1_4577731701,1
GRANDMASTERS,GR,NA1_4577717836,1
GRANDMASTERS,GR,NA1_4577695901,1
GRANDMASTERS,GR,NA1_4577614245,1
GRANDMASTERS,GR,NA1_4577589441,0
GRANDMASTERS,GR,NA1_4577564533,1
GRANDMASTERS,GR,NA1_4590088071,0
GRANDMASTERS,GR,NA1_4590032357,0
GRANDMASTERS,GR,NA1_4590002986,1
GRANDMASTERS,GR,NA1_4589975021,1
GRANDMASTERS,GR,NA1_4589931367,1
GRANDMASTERS,GR,NA1_4589878594,0
GRANDMASTERS,GR,NA1_4589849803,0
GRANDMASTERS,GR,NA1_4589814143,0
GRANDMASTERS,GR,NA1_4589778231,1
GRANDMASTERS,GR,NA1_4589739546,1
GRANDMASTERS,GR,NA1_4589716395,1
GRANDMASTERS,GR,NA1_4589693522,0
GRANDMASTERS,GR,NA1_4589674151,0
GRANDMASTERS,GR,NA1_4589312222,1
GRANDMASTERS,GR,NA1_4589279362,0
GRANDMASTERS,GR,NA1_4589128649,1
GRANDMASTERS,GR,NA1_4589086370,1
GRANDMASTERS,GR,NA1_4589056103,1
GRANDMASTERS,GR,NA1_4589026524,0
GRANDMASTERS,GR,NA1_4588969463,1
GRANDMASTERS,GR,NA1_4588951844,0
GRANDMASTERS,GR,NA1_4588926894,0
GRANDMASTERS,GR,NA1_4588899349,0
GRANDMASTERS,GR,NA1_4588392700,0
GRANDMASTERS,GR,NA1_4588368949,1
GRANDMASTERS,GR,NA1_4588337753,1
GRANDMASTERS,GR,NA1_4588150476,1
GRANDMASTERS,GR,NA1_4588108918,1
GRANDMASTERS,GR,NA1_4588078903,1
GRANDMASTERS,GR,NA1_4588059000,1
GRANDMASTERS,GR,NA1_4588027106,0
GRANDMASTERS,GR,NA1_4587639392,1
GRANDMASTERS,GR,NA1_4587613409,1
GRANDMASTERS,GR,NA1_4587600972,1
GRANDMASTERS,GR,NA1_4587569865,1
GRANDMASTERS,GR,NA1_4587547015,1
GRANDMASTERS,GR,NA1_4587517807,0
GRANDMASTERS,GR,NA1_4587473946,1
GRANDMASTERS,GR,NA1_4587430406,0
GRANDMASTERS,GR,NA1_4587398293,1
GRANDMASTERS,GR,NA1_4587362172,0
GRANDMASTERS,GR,NA1_4587318352,0
GRANDMASTERS,GR,NA1_4587280416,0
GRANDMASTERS,GR,NA1_4587255860,0
GRANDMASTERS,GR,NA1_4587205645,0
GRANDMASTERS,GR,NA1_4587199843,0
GRANDMASTERS,GR,NA1_4587173973,0
GRANDMASTERS,GR,NA1_4587146369,1
GRANDMASTERS,GR,NA1_4587121548,0
GRANDMASTERS,GR,NA1_4586678663,1
GRANDMASTERS,GR,NA1_4589653851,0
GRANDMASTERS,GR,NA1_4589618166,1
GRANDMASTERS,GR,NA1_4589602938,1
GRANDMASTERS,GR,NA1_4589586810,0
GRANDMASTERS,GR,NA1_4589538904,1
GRANDMASTERS,GR,NA1_4589517595,0
GRANDMASTERS,GR,NA1_4589511127,1
GRANDMASTERS,GR,NA1_4589496638,0
GRANDMASTERS,GR,NA1_4589496773,1
GRANDMASTERS,GR,NA1_4589473711,1
GRANDMASTERS,GR,NA1_4589468222,0
GRANDMASTERS,GR,NA1_4589465929,0
GRANDMASTERS,GR,NA1_4589452430,0
GRANDMASTERS,GR,NA1_4589443040,1
GRANDMASTERS,GR,NA1_4589428303,0
GRANDMASTERS,GR,NA1_4589414653,1
GRANDMASTERS,GR,NA1_4589407593,0
GRANDMASTERS,GR,NA1_4588725048,0
GRANDMASTERS,GR,NA1_4586029423,0
GRANDMASTERS,GR,NA1_4586014375,0
GRANDMASTERS,GR,NA1_4586007814,0
GRANDMASTERS,GR,NA1_4585977713,0
GRANDMASTERS,GR,NA1_4585959428,0
GRANDMASTERS,GR,NA1_4585948671,0
GRANDMASTERS,GR,NA1_4585943212,0
GRANDMASTERS,GR,NA1_4585932211,1
GRANDMASTERS,GR,NA1_4585246294,1
GRANDMASTERS,GR,NA1_4585228969,1
GRANDMASTERS,GR,NA1_4585223828,0
GRANDMASTERS,GR,NA1_4585198318,1
GRANDMASTERS,GR,NA1_4585175567,1
GRANDMASTERS,GR,NA1_4585170717,1
GRANDMASTERS,GR,NA1_4585149703,0
GRANDMASTERS,GR,NA1_4585146023,0
GRANDMASTERS,GR,NA1_4584428387,0
GRANDMASTERS,GR,NA1_4584415128,1
GRANDMASTERS,GR,NA1_4584390982,0
GRANDMASTERS,GR,NA1_4584367573,1
GRANDMASTERS,GR,NA1_4584360988,1
GRANDMASTERS,GR,NA1_4584351288,0
GRANDMASTERS,GR,NA1_4584339439,1
GRANDMASTERS,GR,NA1_4584337005,1
GRANDMASTERS,GR,NA1_4584326334,1
GRANDMASTERS,GR,NA1_4584319216,0
GRANDMASTERS,GR,NA1_4584310564,0
GRANDMASTERS,GR,NA1_4583687805,0
GRANDMASTERS,GR,NA1_4583662060,0
GRANDMASTERS,GR,NA1_4583629992,1
GRANDMASTERS,GR,NA1_4583612258,1
GRANDMASTERS,GR,NA1_4583596544,1
GRANDMASTERS,GR,NA1_4589121121,1
GRANDMASTERS,GR,NA1_4585364527,0
GRANDMASTERS,GR,NA1_4585089389,0
GRANDMASTERS,GR,NA1_4585075897,1
GRANDMASTERS,GR,NA1_4585061878,1
GRANDMASTERS,GR,NA1_4585036164,0
GRANDMASTERS,GR,NA1_4585024002,0
GRANDMASTERS,GR,NA1_4584998267,0
GRANDMASTERS,GR,NA1_4584973930,0
GRANDMASTERS,GR,NA1_4584941439,1
GRANDMASTERS,GR,NA1_4584916973,1
GRANDMASTERS,GR,NA1_4584865062,0
GRANDMASTERS,GR,NA1_4584798714,0
GRANDMASTERS,GR,NA1_4584707111,0
GRANDMASTERS,GR,NA1_4584674304,1
GRANDMASTERS,GR,NA1_4584651235,1
GRANDMASTERS,GR,NA1_4584612512,0
GRANDMASTERS,GR,NA1_4584599965,0
GRANDMASTERS,GR,NA1_4584524732,1
GRANDMASTERS,GR,NA1_4584508320,1
GRANDMASTERS,GR,NA1_4584492769,0
GRANDMASTERS,GR,NA1_4584467632,0
GRANDMASTERS,GR,NA1_4584456162,1
GRANDMASTERS,GR,NA1_4584274985,0
GRANDMASTERS,GR,NA1_4584254283,1
GRANDMASTERS,GR,NA1_4584236941,1
GRANDMASTERS,GR,NA1_4584219912,0
GRANDMASTERS,GR,NA1_4584190137,1
GRANDMASTERS,GR,NA1_4584166798,0
GRANDMASTERS,GR,NA1_4584118832,1
GRANDMASTERS,GR,NA1_4584071340,0
GRANDMASTERS,GR,NA1_4584044804,1
GRANDMASTERS,GR,NA1_4584008010,1
GRANDMASTERS,GR,NA1_4583951515,1
GRANDMASTERS,GR,NA1_4583840757,1
GRANDMASTERS,GR,NA1_4583803136,0
GRANDMASTERS,GR,NA1_4583766392,1
GRANDMASTERS,GR,NA1_4583681744,0
GRANDMASTERS,GR,NA1_4583658461,1
GRANDMASTERS,GR,NA1_4583196118,1
GRANDMASTERS,GR,NA1_4583054450,1
GRANDMASTERS,GR,NA1_4583032184,1
GRANDMASTERS,GR,NA1_4583000171,1
GRANDMASTERS,GR,NA1_4582973043,0
GRANDMASTERS,GR,NA1_4582940656,0
GRANDMASTERS,GR,NA1_4582913680,0
GRANDMASTERS,GR,NA1_4582885845,0
GRANDMASTERS,GR,NA1_4582862054,0
GRANDMASTERS,GR,NA1_4582834986,1
GRANDMASTERS,GR,NA1_4582798585,0
GRANDMASTERS,GR,NA1_4589506185,1
GRANDMASTERS,GR,NA1_4589487321,0
GRANDMASTERS,GR,NA1_4589476399,0
GRANDMASTERS,GR,NA1_4589472814,1
GRANDMASTERS,GR,NA1_4588682011,1
GRANDMASTERS,GR,NA1_4588669171,1
GRANDMASTERS,GR,NA1_4587882227,0
GRANDMASTERS,GR,NA1_4587847171,0
GRANDMASTERS,GR,NA1_4586062986,0
GRANDMASTERS,GR,NA1_4586041318,1
GRANDMASTERS,GR,NA1_4586026833,1
GRANDMASTERS,GR,NA1_4586003662,1
GRANDMASTERS,GR,NA1_4585994245,0
GRANDMASTERS,GR,NA1_4585980886,0
GRANDMASTERS,GR,NA1_4585523728,0
GRANDMASTERS,GR,NA1_4584534274,1
GRANDMASTERS,GR,NA1_4584489984,1
GRANDMASTERS,GR,NA1_4584360456,0
GRANDMASTERS,GR,NA1_4583557512,0
GRANDMASTERS,GR,NA1_4580043797,1
GRANDMASTERS,GR,NA1_4579826843,0
GRANDMASTERS,GR,NA1_4579807865,1
GRANDMASTERS,GR,NA1_4578998794,0
GRANDMASTERS,GR,NA1_4578934349,1
GRANDMASTERS,GR,NA1_4578123710,0
GRANDMASTERS,GR,NA1_4578113261,0
GRANDMASTERS,GR,NA1_4578088736,1
GRANDMASTERS,GR,NA1_4577394008,0
GRANDMASTERS,GR,NA1_4577375182,0
GRANDMASTERS,GR,NA1_4576697499,1
GRANDMASTERS,GR,NA1_4576684759,1
GRANDMASTERS,GR,NA1_4576591353,0
GRANDMASTERS,GR,NA1_4572045629,1
GRANDMASTERS,GR,NA1_4572030334,1
GRANDMASTERS,GR,NA1_4572019414,1
GRANDMASTERS,GR,NA1_4571687867,0
GRANDMASTERS,GR,NA1_4571531967,1
GRANDMASTERS,GR,NA1_4571497596,0
GRANDMASTERS,GR,NA1_4571461535,0
GRANDMASTERS,GR,NA1_4571427809,0
GRANDMASTERS,GR,NA1_4571334470,1
GRANDMASTERS,GR,NA1_4571320274,1
GRANDMASTERS,GR,NA1_4571281618,1
GRANDMASTERS,GR,NA1_4571218297,1
GRANDMASTERS,GR,NA1_4570749930,1
GRANDMASTERS,GR,NA1_4570702601,0
GRANDMASTERS,GR,NA1_4570660994,1
GRANDMASTERS,GR,NA1_4570610678,1
GRANDMASTERS,GR,NA1_4570489759,0
GRANDMASTERS,GR,NA1_4570451651,0
GRANDMASTERS,GR,NA1_4590150730,0
GRANDMASTERS,GR,NA1_4590122123,0
GRANDMASTERS,GR,NA1_4590091384,1
GRANDMASTERS,GR,NA1_4589957054,0
GRANDMASTERS,GR,NA1_4589873083,0
GRANDMASTERS,GR,NA1_4589822846,1
GRANDMASTERS,GR,NA1_4589200892,1
GRANDMASTERS,GR,NA1_4589142596,0
GRANDMASTERS,GR,NA1_4589103066,1
GRANDMASTERS,GR,NA1_4588981220,1
GRANDMASTERS,GR,NA1_4588936163,0
GRANDMASTERS,GR,NA1_4588548304,0
GRANDMASTERS,GR,NA1_4588382880,0
GRANDMASTERS,GR,NA1_4588293725,1
GRANDMASTERS,GR,NA1_4588231496,1
GRANDMASTERS,GR,NA1_4588201187,0
GRANDMASTERS,GR,NA1_4588083913,1
GRANDMASTERS,GR,NA1_4588061574,0
GRANDMASTERS,GR,NA1_4587736281,1
GRANDMASTERS,GR,NA1_4587724132,1
GRANDMASTERS,GR,NA1_4587672743,0
GRANDMASTERS,GR,NA1_4587635309,0
GRANDMASTERS,GR,NA1_4587603994,1
GRANDMASTERS,GR,NA1_4587572493,1
GRANDMASTERS,GR,NA1_4587531617,0
GRANDMASTERS,GR,NA1_4587485244,0
GRANDMASTERS,GR,NA1_4587435859,1
GRANDMASTERS,GR,NA1_4587262736,1
GRANDMASTERS,GR,NA1_4587232886,0
GRANDMASTERS,GR,NA1_4587162975,0
GRANDMASTERS,GR,NA1_4587135456,0
GRANDMASTERS,GR,NA1_4586586584,0
GRANDMASTERS,GR,NA1_4586464420,1
GRANDMASTERS,GR,NA1_4586429011,1
GRANDMASTERS,GR,NA1_4586352104,1
GRANDMASTERS,GR,NA1_4586320081,0
GRANDMASTERS,GR,NA1_4585845264,0
GRANDMASTERS,GR,NA1_4585820100,0
GRANDMASTERS,GR,NA1_4585784190,1
GRANDMASTERS,GR,NA1_4585708214,0
GRANDMASTERS,GR,NA1_4585501101,1
GRANDMASTERS,GR,NA1_4585477453,1
GRANDMASTERS,GR,NA1_4585450511,1
GRANDMASTERS,GR,NA1_4585331795,1
GRANDMASTERS,GR,NA1_4584954712,1
GRANDMASTERS,GR,NA1_4584903131,0
GRANDMASTERS,GR,NA1_4584871066,0
GRANDMASTERS,GR,NA1_4584823597,0
GRANDMASTERS,GR,NA1_4584758891,0
GRANDMASTERS,GR,NA1_4584612512,0
GRANDMASTERS,GR,NA1_4589310805,1
GRANDMASTERS,GR,NA1_4589284793,1
GRANDMASTERS,GR,NA1_4589206584,1
GRANDMASTERS,GR,NA1_4589101743,0
GRANDMASTERS,GR,NA1_4589049223,1
GRANDMASTERS,GR,NA1_4589005864,1
GRANDMASTERS,GR,NA1_4588969968,1
GRANDMASTERS,GR,NA1_4588940969,1
GRANDMASTERS,GR,NA1_4588913049,1
GRANDMASTERS,GR,NA1_4588883420,0
GRANDMASTERS,GR,NA1_4588873955,0
GRANDMASTERS,GR,NA1_4588846634,0
GRANDMASTERS,GR,NA1_4588823691,0
GRANDMASTERS,GR,NA1_4588796520,0
GRANDMASTERS,GR,NA1_4588782491,0
GRANDMASTERS,GR,NA1_4588767266,0
GRANDMASTERS,GR,NA1_4588750262,0
GRANDMASTERS,GR,NA1_4588733483,1
GRANDMASTERS,GR,NA1_4588714113,1
GRANDMASTERS,GR,NA1_4588705882,0
GRANDMASTERS,GR,NA1_4588558888,1
GRANDMASTERS,GR,NA1_4588543283,1
GRANDMASTERS,GR,NA1_4588521431,1
GRANDMASTERS,GR,NA1_4588156219,1
GRANDMASTERS,GR,NA1_4588136933,1
GRANDMASTERS,GR,NA1_4588099534,1
GRANDMASTERS,GR,NA1_4588075056,0
GRANDMASTERS,GR,NA1_4588043503,1
GRANDMASTERS,GR,NA1_4588014356,1
GRANDMASTERS,GR,NA1_4587982908,1
GRANDMASTERS,GR,NA1_4587947708,0
GRANDMASTERS,GR,NA1_4587919713,1
GRANDMASTERS,GR,NA1_4587900388,0
GRANDMASTERS,GR,NA1_4587873610,0
GRANDMASTERS,GR,NA1_4587673340,0
GRANDMASTERS,GR,NA1_4587651982,1
GRANDMASTERS,GR,NA1_4587618063,1
GRANDMASTERS,GR,NA1_4587572814,1
GRANDMASTERS,GR,NA1_4587526679,1
GRANDMASTERS,GR,NA1_4587480128,1
GRANDMASTERS,GR,NA1_4587420097,0
GRANDMASTERS,GR,NA1_4587379586,1
GRANDMASTERS,GR,NA1_4587335071,0
GRANDMASTERS,GR,NA1_4587302739,0
GRANDMASTERS,GR,NA1_4587066054,1
GRANDMASTERS,GR,NA1_4586949280,0
GRANDMASTERS,GR,NA1_4586926565,0
GRANDMASTERS,GR,NA1_4586915248,0
GRANDMASTERS,GR,NA1_4586206854,1
GRANDMASTERS,GR,NA1_4586187961,1
GRANDMASTERS,GR,NA1_4588750206,0
GRANDMASTERS,GR,NA1_4588736059,1
GRANDMASTERS,GR,NA1_4586084920,0
GRANDMASTERS,GR,NA1_4586071927,0
GRANDMASTERS,GR,NA1_4586044321,1
GRANDMASTERS,GR,NA1_4586029464,1
GRANDMASTERS,GR,NA1_4586014608,1
GRANDMASTERS,GR,NA1_4586000277,0
GRANDMASTERS,GR,NA1_4585980666,0
GRANDMASTERS,GR,NA1_4574074739,0
GRANDMASTERS,GR,NA1_4574033033,1
GRANDMASTERS,GR,NA1_4573996445,1
GRANDMASTERS,GR,NA1_4572709614,0
GRANDMASTERS,GR,NA1_4572687530,0
GRANDMASTERS,GR,NA1_4572668899,1
GRANDMASTERS,GR,NA1_4571348032,0
GRANDMASTERS,GR,NA1_4571317598,1
GRANDMASTERS,GR,NA1_4571295388,1
GRANDMASTERS,GR,NA1_4571276032,1
GRANDMASTERS,GR,NA1_4566035503,1
GRANDMASTERS,GR,NA1_4563847935,1
GRANDMASTERS,GR,NA1_4563803265,0
GRANDMASTERS,GR,NA1_4563733312,1
GRANDMASTERS,GR,NA1_4563723818,1
GRANDMASTERS,GR,NA1_4563685392,0
GRANDMASTERS,GR,NA1_4563665496,0
GRANDMASTERS,GR,NA1_4563655066,0
GRANDMASTERS,GR,NA1_4563642018,0
GRANDMASTERS,GR,NA1_4563618706,1
GRANDMASTERS,GR,NA1_4563605542,1
GRANDMASTERS,GR,NA1_4559661449,1
GRANDMASTERS,GR,NA1_4559648466,0
